Date,Time,Year,Month,Hour,Holiday,Working Day,Weekday,Temperature,Station ID,Station Location,User ID,User Age,User Gender,Trip Duration,Trip Start Time,Trip End Time,Season,Weather Conditions,Rider Type,Bike Type
2022-01-02,16:00,2022,January,16,No,Yes,Sunday,17.3,ST005,Begumpet,U0022,37,Female,22,16:00,16:22,Winter,Cold,Casual,Premium Bike
2022-01-02,17:00,2022,January,17,No,Yes,Sunday,19.9,ST010,Secunderabad,U0023,44,Female,60,17:00,18:00,Winter,Cold,Subscriber,Premium Bike
2022-01-02,18:00,2022,January,18,No,Yes,Sunday,23.8,ST010,Secunderabad,U0024,57,Female,30,18:00,18:30,Winter,Cold,Casual,Standard Bike
2022-01-02,19:00,2022,January,19,No,Yes,Sunday,19.3,ST005,Begumpet,U0025,32,Female,15,19:00,19:15,Winter,Cold,Casual,Electric Bike
2022-01-02,20:00,2022,January,20,No,Yes,Sunday,24.7,ST001,Banjara Hills,U0026,29,Female,38,20:00,20:38,Winter,Cold,Subscriber,Electric Bike
2022-01-03,08:00,2022,January,8,No,Yes,Monday,19.5,ST004,Madhapur,U0027,38,Female,31,08:00,08:31,Winter,Clear,Casual,Standard Bike
2022-01-03,09:00,2022,January,9,No,Yes,Monday,17.5,ST010,Secunderabad,U0028,63,Female,11,09:00,09:11,Winter,Clear,Casual,Standard Bike
2022-01-03,10:00,2022,January,10,No,Yes,Monday,20.5,ST008,Shamshabad,U0029,46,Male,50,10:00,10:50,Winter,Clear,Casual,Standard Bike
2022-01-03,11:00,2022,January,11,No,Yes,Monday,19.6,ST005,Begumpet,U0030,31,Female,48,11:00,11:48,Winter,Clear,Casual,Premium Bike
2022-01-03,12:00,2022,January,12,No,Yes,Monday,21.5,ST008,Shamshabad,U0031,41,Male,51,12:00,12:51,Winter,Clear,Subscriber,Standard Bike
2022-01-03,13:00,2022,January,13,No,Yes,Monday,16.3,ST003,Jubilee Hills,U0032,50,Male,24,13:00,13:24,Winter,Clear,Subscriber,Premium Bike
2022-01-03,14:00,2022,January,14,No,Yes,Monday,19.2,ST007,Kondapur,U0033,35,Female,51,14:00,14:51,Winter,Clear,Subscriber,Premium Bike
2022-01-03,15:00,2022,January,15,No,Yes,Monday,24.1,ST003,Jubilee Hills,U0034,60,Female,34,15:00,15:34,Winter,Clear,Casual,Electric Bike
2022-01-03,16:00,2022,January,16,No,Yes,Monday,16.4,ST007,Kondapur,U0035,39,Male,24,16:00,16:24,Winter,Clear,Casual,Premium Bike
2022-01-03,17:00,2022,January,17,No,Yes,Monday,16.5,ST010,Secunderabad,U0036,19,Female,50,17:00,17:50,Winter,Clear,Subscriber,Standard Bike
2022-01-03,18:00,2022,January,18,No,Yes,Monday,21.8,ST003,Jubilee Hills,U0037,65,Female,50,18:00,18:50,Winter,Clear,Casual,Premium Bike
2022-01-03,19:00,2022,January,19,No,Yes,Monday,16.1,ST005,Begumpet,U0038,21,Male,44,19:00,19:44,Winter,Clear,Subscriber,Electric Bike
2022-01-03,20:00,2022,January,20,No,Yes,Monday,20.4,ST006,Hitech City,U0039,52,Male,46,20:00,20:46,Winter,Clear,Casual,Premium Bike
2022-01-04,08:00,2022,January,8,No,Yes,Tuesday,20.2,ST005,Begumpet,U0040,61,Female,55,08:00,08:55,Winter,Cold,Casual,Standard Bike
2022-01-04,09:00,2022,January,9,No,Yes,Tuesday,23.7,ST010,Secunderabad,U0041,41,Male,26,09:00,09:26,Winter,Cold,Subscriber,Standard Bike
2022-01-04,10:00,2022,January,10,No,Yes,Tuesday,24.7,ST003,Jubilee Hills,U0042,63,Female,35,10:00,10:35,Winter,Cold,Subscriber,Premium Bike
2022-01-04,11:00,2022,January,11,No,Yes,Tuesday,21.9,ST001,Banjara Hills,U0043,21,Male,43,11:00,11:43,Winter,Cold,Subscriber,Premium Bike
2022-01-04,12:00,2022,January,12,No,Yes,Tuesday,21.0,ST004,Madhapur,U0044,65,Male,44,12:00,12:44,Winter,Cold,Subscriber,Electric Bike
2022-01-04,13:00,2022,January,13,No,Yes,Tuesday,21.0,ST009,Kukatpally,U0045,43,Male,22,13:00,13:22,Winter,Cold,Casual,Electric Bike
2022-01-04,14:00,2022,January,14,No,Yes,Tuesday,24.0,ST004,Madhapur,U0046,56,Male,30,14:00,14:30,Winter,Cold,Casual,Standard Bike
2022-01-04,15:00,2022,January,15,No,Yes,Tuesday,24.2,ST004,Madhapur,U0047,54,Male,48,15:00,15:48,Winter,Cold,Casual,Standard Bike
2022-01-04,16:00,2022,January,16,No,Yes,Tuesday,18.1,ST002,Gachibowli,U0048,36,Female,27,16:00,16:27,Winter,Cold,Subscriber,Standard Bike
2022-01-04,17:00,2022,January,17,No,Yes,Tuesday,18.5,ST005,Begumpet,U0049,18,Male,54,17:00,17:54,Winter,Cold,Casual,Standard Bike
2022-01-04,18:00,2022,January,18,No,Yes,Tuesday,20.3,ST004,Madhapur,U0050,54,Male,19,18:00,18:19,Winter,Cold,Subscriber,Premium Bike
2022-01-04,19:00,2022,January,19,No,Yes,Tuesday,23.1,ST005,Begumpet,U0051,45,Female,20,19:00,19:20,Winter,Cold,Subscriber,Standard Bike
2022-01-04,20:00,2022,January,20,No,Yes,Tuesday,15.9,ST005,Begumpet,U0052,38,Female,56,20:00,20:56,Winter,Cold,Subscriber,Standard Bike
2022-01-05,08:00,2022,January,8,No,Yes,Wednesday,18.2,ST007,Kondapur,U0053,47,Male,22,08:00,08:22,Winter,Clear,Subscriber,Premium Bike
2022-01-05,09:00,2022,January,9,No,Yes,Wednesday,23.1,ST003,Jubilee Hills,U0054,18,Male,57,09:00,09:57,Winter,Clear,Casual,Standard Bike
2022-01-05,10:00,2022,January,10,No,Yes,Wednesday,18.1,ST003,Jubilee Hills,U0055,45,Female,28,10:00,10:28,Winter,Clear,Casual,Standard Bike
2022-01-05,11:00,2022,January,11,No,Yes,Wednesday,19.0,ST008,Shamshabad,U0056,65,Female,50,11:00,11:50,Winter,Clear,Casual,Standard Bike
2022-01-05,12:00,2022,January,12,No,Yes,Wednesday,24.7,ST005,Begumpet,U0057,62,Female,53,12:00,12:53,Winter,Clear,Casual,Premium Bike
2022-01-05,13:00,2022,January,13,No,Yes,Wednesday,23.8,ST004,Madhapur,U0058,38,Male,37,13:00,13:37,Winter,Clear,Subscriber,Standard Bike
2022-01-05,14:00,2022,January,14,No,Yes,Wednesday,22.0,ST007,Kondapur,U0059,65,Male,12,14:00,14:12,Winter,Clear,Subscriber,Standard Bike
2022-01-05,15:00,2022,January,15,No,Yes,Wednesday,16.7,ST006,Hitech City,U0060,40,Female,57,15:00,15:57,Winter,Clear,Subscriber,Electric Bike
2022-01-05,16:00,2022,January,16,No,Yes,Wednesday,17.6,ST009,Kukatpally,U0061,58,Male,26,16:00,16:26,Winter,Clear,Subscriber,Premium Bike
2022-01-05,17:00,2022,January,17,No,Yes,Wednesday,21.4,ST008,Shamshabad,U0062,21,Female,33,17:00,17:33,Winter,Clear,Subscriber,Standard Bike
2022-01-05,18:00,2022,January,18,No,Yes,Wednesday,17.6,ST007,Kondapur,U0063,50,Male,32,18:00,18:32,Winter,Clear,Subscriber,Electric Bike
2022-01-05,19:00,2022,January,19,No,Yes,Wednesday,24.4,ST009,Kukatpally,U0064,43,Male,19,19:00,19:19,Winter,Clear,Casual,Premium Bike
2022-01-05,20:00,2022,January,20,No,Yes,Wednesday,22.4,ST006,Hitech City,U0065,49,Female,29,20:00,20:29,Winter,Clear,Subscriber,Standard Bike
2022-01-06,08:00,2022,January,8,No,Yes,Thursday,17.3,ST005,Begumpet,U0066,25,Male,36,08:00,08:36,Winter,Cold,Casual,Electric Bike
2022-01-06,09:00,2022,January,9,No,Yes,Thursday,19.4,ST006,Hitech City,U0067,26,Female,30,09:00,09:30,Winter,Cold,Subscriber,Standard Bike
2022-01-06,10:00,2022,January,10,No,Yes,Thursday,19.1,ST005,Begumpet,U0068,22,Male,54,10:00,10:54,Winter,Cold,Subscriber,Electric Bike
2022-01-06,11:00,2022,January,11,No,Yes,Thursday,17.1,ST004,Madhapur,U0069,60,Female,24,11:00,11:24,Winter,Cold,Subscriber,Standard Bike
2022-01-06,12:00,2022,January,12,No,Yes,Thursday,19.2,ST004,Madhapur,U0070,26,Male,28,12:00,12:28,Winter,Cold,Subscriber,Standard Bike
2022-01-06,13:00,2022,January,13,No,Yes,Thursday,22.9,ST009,Kukatpally,U0071,23,Male,32,13:00,13:32,Winter,Cold,Casual,Electric Bike
2022-01-06,14:00,2022,January,14,No,Yes,Thursday,17.6,ST008,Shamshabad,U0072,41,Female,20,14:00,14:20,Winter,Cold,Casual,Standard Bike
2022-01-06,15:00,2022,January,15,No,Yes,Thursday,20.2,ST003,Jubilee Hills,U0073,56,Female,18,15:00,15:18,Winter,Cold,Subscriber,Electric Bike
2022-01-06,16:00,2022,January,16,No,Yes,Thursday,18.4,ST001,Banjara Hills,U0074,61,Female,18,16:00,16:18,Winter,Cold,Casual,Premium Bike
2022-01-06,17:00,2022,January,17,No,Yes,Thursday,23.1,ST006,Hitech City,U0075,43,Female,52,17:00,17:52,Winter,Cold,Subscriber,Standard Bike
2022-01-06,18:00,2022,January,18,No,Yes,Thursday,22.5,ST007,Kondapur,U0076,49,Female,34,18:00,18:34,Winter,Cold,Casual,Standard Bike
2022-01-06,19:00,2022,January,19,No,Yes,Thursday,21.6,ST006,Hitech City,U0077,39,Female,19,19:00,19:19,Winter,Cold,Casual,Standard Bike
2022-01-06,20:00,2022,January,20,No,Yes,Thursday,21.8,ST010,Secunderabad,U0078,47,Female,55,20:00,20:55,Winter,Cold,Casual,Standard Bike
2022-01-07,08:00,2022,January,8,No,Yes,Friday,16.2,ST007,Kondapur,U0079,64,Male,19,08:00,08:19,Winter,Clear,Casual,Electric Bike
2022-01-07,09:00,2022,January,9,No,Yes,Friday,23.5,ST002,Gachibowli,U0080,48,Female,52,09:00,09:52,Winter,Clear,Subscriber,Premium Bike
2022-01-07,10:00,2022,January,10,No,Yes,Friday,19.2,ST003,Jubilee Hills,U0081,36,Male,40,10:00,10:40,Winter,Clear,Casual,Electric Bike
2022-01-07,11:00,2022,January,11,No,Yes,Friday,17.7,ST009,Kukatpally,U0082,53,Female,34,11:00,11:34,Winter,Clear,Subscriber,Electric Bike
2022-01-07,12:00,2022,January,12,No,Yes,Friday,18.9,ST008,Shamshabad,U0083,63,Male,14,12:00,12:14,Winter,Clear,Casual,Electric Bike
2022-01-07,13:00,2022,January,13,No,Yes,Friday,15.3,ST009,Kukatpally,U0084,22,Female,57,13:00,13:57,Winter,Clear,Subscriber,Standard Bike
2022-01-07,14:00,2022,January,14,No,Yes,Friday,24.3,ST010,Secunderabad,U0085,32,Female,21,14:00,14:21,Winter,Clear,Casual,Electric Bike
2022-01-07,15:00,2022,January,15,No,Yes,Friday,18.2,ST001,Banjara Hills,U0086,35,Female,60,15:00,16:00,Winter,Clear,Subscriber,Standard Bike
2022-01-07,16:00,2022,January,16,No,Yes,Friday,18.4,ST002,Gachibowli,U0087,54,Male,46,16:00,16:46,Winter,Clear,Casual,Standard Bike
2022-01-07,17:00,2022,January,17,No,Yes,Friday,15.9,ST008,Shamshabad,U0088,39,Female,55,17:00,17:55,Winter,Clear,Casual,Premium Bike
2022-01-07,18:00,2022,January,18,No,Yes,Friday,16.1,ST008,Shamshabad,U0089,34,Male,55,18:00,18:55,Winter,Clear,Casual,Electric Bike
2022-01-07,19:00,2022,January,19,No,Yes,Friday,16.7,ST006,Hitech City,U0090,37,Female,48,19:00,19:48,Winter,Clear,Casual,Premium Bike
2022-01-07,20:00,2022,January,20,No,Yes,Friday,21.3,ST005,Begumpet,U0091,57,Male,19,20:00,20:19,Winter,Clear,Subscriber,Electric Bike
2022-01-08,08:00,2022,January,8,No,Yes,Saturday,19.9,ST001,Banjara Hills,U0092,36,Male,26,08:00,08:26,Winter,Cold,Casual,Standard Bike
2022-01-08,09:00,2022,January,9,No,Yes,Saturday,23.6,ST001,Banjara Hills,U0093,27,Male,51,09:00,09:51,Winter,Cold,Subscriber,Electric Bike
2022-01-08,10:00,2022,January,10,No,Yes,Saturday,17.7,ST003,Jubilee Hills,U0094,61,Female,14,10:00,10:14,Winter,Cold,Subscriber,Standard Bike
2022-01-08,11:00,2022,January,11,No,Yes,Saturday,25.0,ST006,Hitech City,U0095,59,Female,18,11:00,11:18,Winter,Cold,Casual,Standard Bike
2022-01-08,12:00,2022,January,12,No,Yes,Saturday,15.2,ST006,Hitech City,U0096,34,Male,29,12:00,12:29,Winter,Cold,Casual,Premium Bike
2022-01-08,13:00,2022,January,13,No,Yes,Saturday,17.7,ST010,Secunderabad,U0097,50,Male,12,13:00,13:12,Winter,Cold,Casual,Premium Bike
2022-01-08,14:00,2022,January,14,No,Yes,Saturday,23.2,ST007,Kondapur,U0098,49,Female,15,14:00,14:15,Winter,Cold,Subscriber,Premium Bike
2022-01-08,15:00,2022,January,15,No,Yes,Saturday,24.9,ST006,Hitech City,U0099,48,Female,17,15:00,15:17,Winter,Cold,Casual,Premium Bike
2022-01-08,16:00,2022,January,16,No,Yes,Saturday,17.5,ST010,Secunderabad,U0100,64,Male,55,16:00,16:55,Winter,Cold,Subscriber,Standard Bike
2022-01-08,17:00,2022,January,17,No,Yes,Saturday,15.6,ST010,Secunderabad,U0101,36,Male,45,17:00,17:45,Winter,Cold,Casual,Premium Bike
2022-01-08,18:00,2022,January,18,No,Yes,Saturday,20.2,ST006,Hitech City,U0102,25,Male,19,18:00,18:19,Winter,Cold,Casual,Premium Bike
2022-01-08,19:00,2022,January,19,No,Yes,Saturday,22.4,ST003,Jubilee Hills,U0103,58,Male,42,19:00,19:42,Winter,Cold,Casual,Premium Bike
2022-01-08,20:00,2022,January,20,No,Yes,Saturday,16.2,ST008,Shamshabad,U0104,38,Male,29,20:00,20:29,Winter,Cold,Subscriber,Standard Bike
2022-01-09,08:00,2022,January,8,No,Yes,Sunday,24.2,ST009,Kukatpally,U0105,21,Female,58,08:00,08:58,Winter,Cold,Subscriber,Premium Bike
2022-01-09,09:00,2022,January,9,No,Yes,Sunday,20.6,ST005,Begumpet,U0106,58,Female,20,09:00,09:20,Winter,Cold,Casual,Standard Bike
2022-01-09,10:00,2022,January,10,No,Yes,Sunday,24.8,ST007,Kondapur,U0107,45,Female,41,10:00,10:41,Winter,Cold,Subscriber,Premium Bike
2022-01-09,11:00,2022,January,11,No,Yes,Sunday,21.2,ST010,Secunderabad,U0108,27,Male,46,11:00,11:46,Winter,Cold,Casual,Premium Bike
2022-01-09,12:00,2022,January,12,No,Yes,Sunday,24.0,ST003,Jubilee Hills,U0109,33,Female,42,12:00,12:42,Winter,Cold,Subscriber,Standard Bike
2022-01-09,13:00,2022,January,13,No,Yes,Sunday,23.0,ST005,Begumpet,U0110,54,Female,26,13:00,13:26,Winter,Cold,Casual,Premium Bike
2022-01-09,14:00,2022,January,14,No,Yes,Sunday,22.2,ST002,Gachibowli,U0111,57,Male,60,14:00,15:00,Winter,Cold,Casual,Premium Bike
2022-01-09,15:00,2022,January,15,No,Yes,Sunday,15.4,ST004,Madhapur,U0112,50,Male,22,15:00,15:22,Winter,Cold,Subscriber,Electric Bike
2022-01-09,16:00,2022,January,16,No,Yes,Sunday,21.7,ST009,Kukatpally,U0113,34,Male,15,16:00,16:15,Winter,Cold,Casual,Electric Bike
2022-01-09,17:00,2022,January,17,No,Yes,Sunday,23.6,ST009,Kukatpally,U0114,33,Female,44,17:00,17:44,Winter,Cold,Subscriber,Premium Bike
2022-01-09,18:00,2022,January,18,No,Yes,Sunday,15.1,ST004,Madhapur,U0115,61,Male,23,18:00,18:23,Winter,Cold,Subscriber,Premium Bike
2022-01-09,19:00,2022,January,19,No,Yes,Sunday,21.7,ST005,Begumpet,U0116,32,Male,16,19:00,19:16,Winter,Cold,Casual,Standard Bike
2022-01-09,20:00,2022,January,20,No,Yes,Sunday,18.9,ST005,Begumpet,U0117,59,Female,48,20:00,20:48,Winter,Cold,Casual,Standard Bike
2022-01-10,08:00,2022,January,8,No,Yes,Monday,19.2,ST010,Secunderabad,U0118,19,Male,10,08:00,08:10,Winter,Cold,Casual,Standard Bike
2022-01-10,09:00,2022,January,9,No,Yes,Monday,15.5,ST005,Begumpet,U0119,36,Male,30,09:00,09:30,Winter,Cold,Casual,Standard Bike
2022-01-10,10:00,2022,January,10,No,Yes,Monday,21.0,ST007,Kondapur,U0120,28,Male,17,10:00,10:17,Winter,Cold,Casual,Standard Bike
2022-01-10,11:00,2022,January,11,No,Yes,Monday,23.0,ST003,Jubilee Hills,U0121,50,Male,41,11:00,11:41,Winter,Cold,Casual,Standard Bike
2022-01-10,12:00,2022,January,12,No,Yes,Monday,19.4,ST007,Kondapur,U0122,60,Female,49,12:00,12:49,Winter,Cold,Casual,Premium Bike
2022-01-10,13:00,2022,January,13,No,Yes,Monday,16.9,ST004,Madhapur,U0123,18,Female,26,13:00,13:26,Winter,Cold,Casual,Premium Bike
2022-01-10,14:00,2022,January,14,No,Yes,Monday,20.2,ST001,Banjara Hills,U0124,59,Male,40,14:00,14:40,Winter,Cold,Casual,Electric Bike
2022-01-10,15:00,2022,January,15,No,Yes,Monday,24.6,ST006,Hitech City,U0125,40,Male,41,15:00,15:41,Winter,Cold,Subscriber,Electric Bike
2022-01-10,16:00,2022,January,16,No,Yes,Monday,24.7,ST004,Madhapur,U0126,27,Female,31,16:00,16:31,Winter,Cold,Casual,Standard Bike
2022-01-10,17:00,2022,January,17,No,Yes,Monday,15.8,ST010,Secunderabad,U0127,44,Male,35,17:00,17:35,Winter,Cold,Subscriber,Electric Bike
2022-01-10,18:00,2022,January,18,No,Yes,Monday,20.9,ST003,Jubilee Hills,U0128,37,Female,59,18:00,18:59,Winter,Cold,Casual,Electric Bike
2022-01-10,19:00,2022,January,19,No,Yes,Monday,19.0,ST008,Shamshabad,U0129,19,Female,21,19:00,19:21,Winter,Cold,Subscriber,Electric Bike
2022-01-10,20:00,2022,January,20,No,Yes,Monday,16.0,ST004,Madhapur,U0130,30,Male,20,20:00,20:20,Winter,Cold,Subscriber,Electric Bike
2022-01-11,08:00,2022,January,8,No,Yes,Tuesday,19.9,ST008,Shamshabad,U0131,49,Female,57,08:00,08:57,Winter,Cold,Casual,Standard Bike
2022-01-11,09:00,2022,January,9,No,Yes,Tuesday,21.7,ST001,Banjara Hills,U0132,22,Female,19,09:00,09:19,Winter,Cold,Casual,Electric Bike
2022-01-11,10:00,2022,January,10,No,Yes,Tuesday,16.9,ST007,Kondapur,U0133,42,Male,41,10:00,10:41,Winter,Cold,Subscriber,Standard Bike
2022-01-11,11:00,2022,January,11,No,Yes,Tuesday,19.9,ST003,Jubilee Hills,U0134,32,Female,28,11:00,11:28,Winter,Cold,Casual,Electric Bike
2022-01-11,12:00,2022,January,12,No,Yes,Tuesday,20.3,ST004,Madhapur,U0135,18,Female,35,12:00,12:35,Winter,Cold,Subscriber,Standard Bike
2022-01-11,13:00,2022,January,13,No,Yes,Tuesday,23.0,ST005,Begumpet,U0136,42,Male,12,13:00,13:12,Winter,Cold,Casual,Electric Bike
2022-01-11,14:00,2022,January,14,No,Yes,Tuesday,21.9,ST006,Hitech City,U0137,53,Female,58,14:00,14:58,Winter,Cold,Subscriber,Standard Bike
2022-01-11,15:00,2022,January,15,No,Yes,Tuesday,23.6,ST005,Begumpet,U0138,27,Female,35,15:00,15:35,Winter,Cold,Subscriber,Electric Bike
2022-01-11,16:00,2022,January,16,No,Yes,Tuesday,15.1,ST008,Shamshabad,U0139,55,Male,58,16:00,16:58,Winter,Cold,Subscriber,Electric Bike
2022-01-11,17:00,2022,January,17,No,Yes,Tuesday,17.7,ST005,Begumpet,U0140,25,Male,11,17:00,17:11,Winter,Cold,Subscriber,Electric Bike
2022-01-11,18:00,2022,January,18,No,Yes,Tuesday,24.1,ST010,Secunderabad,U0141,30,Female,41,18:00,18:41,Winter,Cold,Casual,Standard Bike
2022-01-11,19:00,2022,January,19,No,Yes,Tuesday,23.9,ST001,Banjara Hills,U0142,18,Male,34,19:00,19:34,Winter,Cold,Casual,Standard Bike
2022-01-11,20:00,2022,January,20,No,Yes,Tuesday,22.2,ST009,Kukatpally,U0143,57,Male,13,20:00,20:13,Winter,Cold,Subscriber,Standard Bike
2022-01-12,08:00,2022,January,8,No,Yes,Wednesday,15.1,ST004,Madhapur,U0144,51,Female,52,08:00,08:52,Winter,Clear,Casual,Standard Bike
2022-01-12,09:00,2022,January,9,No,Yes,Wednesday,24.1,ST009,Kukatpally,U0145,51,Female,34,09:00,09:34,Winter,Clear,Subscriber,Standard Bike
2022-01-12,10:00,2022,January,10,No,Yes,Wednesday,17.8,ST004,Madhapur,U0146,61,Male,24,10:00,10:24,Winter,Clear,Casual,Standard Bike
2022-01-12,11:00,2022,January,11,No,Yes,Wednesday,16.3,ST005,Begumpet,U0147,24,Female,20,11:00,11:20,Winter,Clear,Casual,Electric Bike
2022-01-12,12:00,2022,January,12,No,Yes,Wednesday,24.7,ST006,Hitech City,U0148,60,Male,23,12:00,12:23,Winter,Clear,Subscriber,Standard Bike
2022-01-12,13:00,2022,January,13,No,Yes,Wednesday,18.2,ST001,Banjara Hills,U0149,57,Male,60,13:00,14:00,Winter,Clear,Casual,Premium Bike
2022-01-12,14:00,2022,January,14,No,Yes,Wednesday,16.9,ST006,Hitech City,U0150,35,Female,38,14:00,14:38,Winter,Clear,Subscriber,Premium Bike
2022-01-12,15:00,2022,January,15,No,Yes,Wednesday,24.3,ST004,Madhapur,U0151,62,Male,19,15:00,15:19,Winter,Clear,Casual,Premium Bike
2022-01-12,16:00,2022,January,16,No,Yes,Wednesday,24.8,ST001,Banjara Hills,U0152,54,Female,28,16:00,16:28,Winter,Clear,Subscriber,Electric Bike
2022-01-12,17:00,2022,January,17,No,Yes,Wednesday,21.3,ST010,Secunderabad,U0153,58,Female,23,17:00,17:23,Winter,Clear,Subscriber,Standard Bike
2022-01-12,18:00,2022,January,18,No,Yes,Wednesday,20.3,ST008,Shamshabad,U0154,30,Male,31,18:00,18:31,Winter,Clear,Casual,Standard Bike
2022-01-12,19:00,2022,January,19,No,Yes,Wednesday,16.4,ST010,Secunderabad,U0155,35,Male,18,19:00,19:18,Winter,Clear,Subscriber,Premium Bike
2022-01-12,20:00,2022,January,20,No,Yes,Wednesday,20.2,ST004,Madhapur,U0156,47,Male,33,20:00,20:33,Winter,Clear,Subscriber,Electric Bike
2022-01-13,08:00,2022,January,8,No,Yes,Thursday,24.1,ST001,Banjara Hills,U0157,36,Male,54,08:00,08:54,Winter,Clear,Subscriber,Premium Bike
2022-01-13,09:00,2022,January,9,No,Yes,Thursday,22.6,ST002,Gachibowli,U0158,27,Female,42,09:00,09:42,Winter,Clear,Subscriber,Standard Bike
2022-01-13,10:00,2022,January,10,No,Yes,Thursday,17.9,ST006,Hitech City,U0159,22,Female,28,10:00,10:28,Winter,Clear,Casual,Premium Bike
2022-01-13,11:00,2022,January,11,No,Yes,Thursday,20.2,ST006,Hitech City,U0160,54,Female,53,11:00,11:53,Winter,Clear,Subscriber,Standard Bike
2022-01-13,12:00,2022,January,12,No,Yes,Thursday,20.1,ST008,Shamshabad,U0161,54,Female,18,12:00,12:18,Winter,Clear,Casual,Electric Bike
2022-01-13,13:00,2022,January,13,No,Yes,Thursday,20.6,ST005,Begumpet,U0162,39,Male,28,13:00,13:28,Winter,Clear,Subscriber,Premium Bike
2022-01-13,14:00,2022,January,14,No,Yes,Thursday,18.2,ST009,Kukatpally,U0163,20,Male,12,14:00,14:12,Winter,Clear,Casual,Standard Bike
2022-01-13,15:00,2022,January,15,No,Yes,Thursday,22.1,ST008,Shamshabad,U0164,63,Male,53,15:00,15:53,Winter,Clear,Subscriber,Electric Bike
2022-01-13,16:00,2022,January,16,No,Yes,Thursday,20.2,ST002,Gachibowli,U0165,27,Male,58,16:00,16:58,Winter,Clear,Subscriber,Standard Bike
2022-01-13,17:00,2022,January,17,No,Yes,Thursday,18.8,ST004,Madhapur,U0166,57,Male,18,17:00,17:18,Winter,Clear,Casual,Electric Bike
